,tweet_id,tweet_text,time
137,5.87261E+17,#Ipsos Poll Hockey: Approve 33 Disapprove 58 #auspol,04/12/2015 14:28
138,5.87226E+17,#Newspoll Abbott: Approve 33 (+4) Disapprove 59 (-2) #auspol,04/12/2015 12:11
139,5.87227E+17,#Newspoll Preferred PM: Abbott 40 (+4) Shorten 41 (0) #auspol,04/12/2015 12:11
140,5.87227E+17,#Newspoll Shorten: Approve 33 (-3) Disapprove 51 (+4) #auspol,04/12/2015 12:11
141,5.87226E+17,#Newspoll Federal Primary Votes: L/NP 41 (0) ALP 36 (-1) GRN 11 (0) #auspol,04/12/2015 12:10
142,5.87226E+17,#Newspoll Federal 2 Party Preferred: L/NP 49 (0) ALP 51 (0) #auspol,04/12/2015 12:10
143,5.87209E+17,#Ipsos Poll Increasing the GST rate: Support 37 Oppose 59 #auspol,04/12/2015 11:03
144,5.87209E+17,#Ipsos Poll Preferred PM: Abbott 38 (-1) Shorten 46 (+2) #auspol,04/12/2015 11:02
145,5.87209E+17,#Ipsos Poll Abbott: Approve 34 (+2) Disapprove 60 (-2) #auspol,04/12/2015 11:01
146,5.87209E+17,#Ipsos Poll Shorten: Approve 42 (-1) Disapprove 44 (+1) #auspol,04/12/2015 11:01
147,5.87209E+17,#Ipsos Poll Federal Primary Votes: L/NP 39 (-3) ALP 38 (+2) GRN 13 (+1) #auspol,04/12/2015 11:00
148,5.87209E+17,#Ipsos Poll Federal 2 Party Preferred: L/NP 46 (-3) ALP 54 (+3) #auspol,04/12/2015 11:00
149,5.54526E+17,@mattytrobbo 3-4 &amp; 10-11 January. #Morgan #auspol,01/12/2015 06:30
150,5.54526E+17,#Morgan Poll QLD Federal 2 Party Preferred: L/NP 46 (+0.5) ALP 54 (-0.5) #auspol,01/12/2015 06:29
151,5.54525E+17,@mazt_t Federal. #Morgan #auspol,01/12/2015 06:25
152,5.54524E+17,#Morgan Poll Primary Votes: L/NP 38.5 (+3.5) ALP 38.5 (-2.5) GRN 9.5 (-2) PUP 2 (0) #auspol,01/12/2015 06:24
153,5.54524E+17,#Morgan Poll 2 Party Preferred: L/NP 45.5 (+3) ALP 54.5 (-3) #auspol,01/12/2015 06:23
154,6.71214E+17,#Morgan Poll Federal Primary Votes: L/NP 46.5 (+0.5) ALP 28.5 (+0.5) GRN 14 (-0.5) #auspol,30/11/2015 06:27
155,6.71214E+17,#Morgan Poll Federal 2 Party Preferred: L/NP 56 (0) ALP 44 (0) #auspol,30/11/2015 06:27
156,6.70518E+17,#ReachTEL Poll An Australian republic: Support 38.8 (-3.5) Oppose 36.3 (-6.1) Undecided 25.0 (+9.7) #auspol,28/11/2015 08:23
157,6.70392E+17,#Ipsos Poll USA GOP Presidential Candidate: Trump 31.0 (-7.8) Carson 14.9 (+0.2) Cruz 8.4 (+1.3) Rubio 8.4 (-1.9) Bush 6.5 (+1.0) #usapol,28/11/2015 00:00
158,6.70392E+17,#Ipsos Poll USA DEM Presidential Candidate: Clinton 57.0 (+8.1) Sanders 30.0 (-4.0) O'Malley 5.5 (+1.7) #usapol,28/11/2015 00:00
159,6.70155E+17,#ReachTEL Poll Preferred PM: Turnbull 71.3 (+2.4) Shorten 28.7 (-2.4) #auspol,27/11/2015 08:20
160,6.70155E+17,#ReachTEL Poll Shorten: Approve 20.6 (-2.3) Disapprove 47.5 (+1.2) #auspol,27/11/2015 08:19
161,6.70155E+17,#ReachTEL Poll Turnbull: Approve 48.2 (+0.6) Disapprove 14.8 (-1.3) #auspol,27/11/2015 08:18
162,6.70154E+17,#ReachTEL Poll Federal Primary Votes: L/NP 48.8 (+2.1) ALP 31.1 (-1.9) GRN 11.2 (-0.1) #auspol,27/11/2015 08:16
163,6.70137E+17,#ReachTEL Poll Federal 2 Party Preferred: L/NP 55 (+2) ALP 45 (-2) #auspol,27/11/2015 07:07
164,6.69043E+17,@waguvau Age &lt;35: 64/23 Age 55+: 47/46,24/11/2015 06:42
165,6.69042E+17,#Essential Poll Cause of climate change: Human activity 56 (0) Normal fluctuation 32 (+1) #auspol,24/11/2015 06:38
166,6.69041E+17,@mattsdice It is rounding.,24/11/2015 06:34
167,6.6904E+17,#Essential Poll Effect of technological change on people's lives: Better 56 Worse 22 #auspol,24/11/2015 06:29
168,6.69039E+17,#Essential Poll Has terrorism threat in Aust changed over last few years: Increased 76 (+1) Decreased 2 (+1) #auspol,24/11/2015 06:25
169,6.69039E+17,#Essential Poll Federal Primary Votes: L/NP 44 (-1) ALP 35 (-1) GRN 10 (0) #auspol,24/11/2015 06:23
170,6.69038E+17,#Essential Poll Federal 2 Party Preferred: L/NP 52 (0) ALP 48 (0) #auspol,24/11/2015 06:22
171,6.68755E+17,#Newspoll Preferred PM: Turnbull 64 (+3) Shorten 15 (-3) #auspol,23/11/2015 11:35
